,artist_name,track_name,release_date,genre,lyrics,len
51528,the black keys,can't find my mind,2009,blues,black skin suit alligator shoe success momma pay dues fine mind ball divine magnify glass darlin pack dog look sign mind okay mind mind mind mind mind mind mind mind,30
51531,radio moscow,broke down,2009,blues,sweet baby give good time break go bring knees knees feet feet toe soldier grief pull know need break know need sleep wrong know run run sleep release sound decrease break know need break know need,36
51533,ann peebles,i'm gonna tear your playhouse down,2009,blues,think think perfect plan charm play game news hard days play gonna catch guard gonna tear playhouse pretty soon gonna tear playhouse room room think game try playboy hearts play toy play daddy mama gonna look playhouse tumble gonna tear playhouse pretty soon gonna tear playhouse room room gonna tear playhouse pretty soon gonna tear playhouse room room yeah yeah pretty soon gonna tear playhouse room room,67
51535,black rebel motorcycle club,done all wrong,2009,blues,wrong wrong wrong sure live long wrong wrong wrong sure live long wrong undo song wrong undo song wrong wrong rest assure gonna live long wrong wrong rest assure gonna live long wrong undo song wrong undo song wrong wrong wrong sure go,43
51541,the almighty defenders,bow down and die,2009,blues,hold like hold hold like hold hold like hold dont care world hold hand know hold hand know dont care world hold hand know hold hand know hold like hold hold like hold dont care world hold hand know hold hand know dont care world hold hand know hold hand know hold like hold hold like hold hold like hold hold like hold hold like hold hold like hold hold like hold hold,73
51548,dan auerbach,when the night comes,2009,blues,night come weary head rest trials test night come night come afraid choice night come afraid dream afraid dream night come headline read dream night come night come know things night come afraid dream afraid dream night come night come night come night come,44
51550,jj grey & mofro,i believe (in everything),2009,blues,believe river run backwards sting believe voice tell hold fear childhood imagination salvation cloud time lord dream look time beauty believe believer believe change hard lesson learn strength pain believe prove know misunderstand past future cloud time dream look time beauty go go believe believer believe believer memory moment begin believe believer believe believer believe believer believe believer tell tell believe tell tell believe tell tell believe,67
51551,joe bonamassa,further on up the road,2009,blues,road gonna hurt like hurt road gonna hurt like hurt road baby gotta reap say true gotta reap say true like mistreat gonna mistreat laugh pretty baby someday gonna cry laugh pretty baby someday gonna cry road wasn lie road gonna hurt like hurt road gonna hurt like hurt road baby,51
51555,the king khan & bbq show,i’ll be loving you,2009,blues,baby blue moon eye star fall darlin misery heart reflect fall apart love love love baby think miss tell wrong darlin blue moon eyee heart reflect star love love love turn blue think break tell burn pain game baby blue moon eye fall love love love love love love turn blue think break love love love love love,58
51557,them crooked vultures,elephants,2009,blues,paint monsters borracho cansado know people pluck garden wretched beliefs offer smile harmless teeth prechorus slick hair know devil garden like lumber giants shameful parade come ruin rotten trade roll roll scatter shore surely wash away feel somewhat deserve someday stay melancholy memory face stay melancholy long unwanted strangers exploit dangerous unable hide dream como estas part seas lepers stroll afraid sweety prechorus slick hair know devil open baby easy spot lepers rid atop pachyderms germs elephants break scream roll come scatter shore surely wash away scatter shore surely wash away away away feel somewhat deserve someday stay melancholy memory face garden long lose hopeful plan stay long come roll come outro,112
51558,radio moscow,250 miles,2009,blues,open door outside world open door cold outside world movin place place know miss little girl miss open door outside world open door cold outside world movin place away miss little girl miss,33
51559,cage the elephant,drones in the valley,2009,blues,bullets shower earth turn head cover face flame devour hear word mind stand fork road time waste shall world spin control shall shall believe make sick fresh smell death tongue bait hook come children grave stone sell valley hell devil creep eat dirty hand feast lie make hard stand desert fall tree want need scream ceiling better slip coma lose favorite sweater question catch lie time strike right eye,69
51562,ann peebles,until you came into my life,2009,blues,come come life sweet bring darkness like knife think life give strength start know mean true come life know mean true come life want know thankful sweet bring want know deny open eye know mean true come life know mean true come life deny open eye know mean true come life know mean true come life,56
51563,the derek trucks band,sweet inspiration,2009,blues,need sweet inspiration need mind hour sweet inspiration lonely hours night need sweet inspiration gotta sweet inspiration know tell satisfy rain baby situation reach mind sweet inspiration sweet power power hour need sweet inspiration livin givin sweet sweet inspiration repeat,40
51571,ann peebles,i can't stand the rain,2009,blues,stand rain window bring sweet memories window pain remember sweet grand part sound stand stand rain window bring sweet memories stand rain window cause pillow head know sweet memories like window nothin stand rain window bring sweet memories stand rain window keep haunt rain window cause,46
51574,the heavy,short change hero,2009,blues,mmmm yeah comin know runnin matter baddest ones stop fallin ladder feelin like feelin doin things crowd like suffer gonna cause place hero place better place hero home place hero place better place hero home time close eye think think inside mother givin askin cheat fool outta comin know runnin matter baddest ones stop fallin ladder cause place hero place better place hero home place hero place better place hero home place hero place better place hero home,78
51575,tucka,work it out,2009,blues,paper like loose leaf kick like fuck know asshole bite boobies know know yeah whatchu want hear work tummy tuck wish say emotionally go woah woah white wine white widow white bitch white limo chest eye little thighs tight type nigga ride license pink slip like bitch linens tuck fuck goofy niggas shit pass club like zombie pills bitch scream let say habit healthy concrete jungle smoke tree walk zombie know lonely bitch think know know,76
51579,lynyrd skynyrd,still unbroken,2009,blues,break bone break hearts strip tear apart little rust run count count tear twist roads shift gear year year home lose hold leave steal guess lose dead alive unbroken alive unbroken capture tame wild horse plain lose freedom feel spirit soul lord control give breathe like wind like rain run vein like river pour ocean streets stand feet alive unbroken alive unbroken unbroken go unbroken oohooh,66
51580,cage the elephant,soil to the sun,2009,blues,depths mind lay sleep dream wake weep vision dance heart things eye couldn crash grind moon blood dead climb grave fell knees star start scream come come come believe truth shine open eye move mass weak rise birth birth stop consume crush beauty sweep move weight touch light know crash grind moon blood dead climb grave fell knees star start scream come come come believe truth shine open eye move mass weak rise birth birth dreamers dream hear people sing dinosaurs die mind control subside path beat free thinkers freely think stop think breathe move like crash grind moon blood dead climb grave fell knees star start scream come come come believe truth shine open eye move mass weak rise birth birth,122
51581,denise lasalle,trapped by a thing called love,2009,blues,somebody tell make feel want feel somebody tell make want solid grind feel sink fast grab hold think go slowly lose grind slowly sink trap thing baby hook thing call hook thing call somebody tell make lord want somebody tell make want call tell night slowly lose grind slowly sink trap thing baby slowly lose grind slowly sink trap thing baby hook thing call trap help hook baby help love baby baby,72
51583,cage the elephant,judas,2009,blues,time finally come mouth greed action proof flower die hand devil pocket lose lash crush ones ones fear crowd control break vein joke tell cost hide face guilt shame kill gain control money good time roll dream creation concern hang wall finger pull trigger hand guilty bring blood greed consume eye fade fall ocean fast fee money dive catch commotion trade cheap pocket yeah trade heart hello,67
51588,them crooked vultures,gunman,2009,blues,gunman bloodshot eye gunman grain sand sisters sleep father holy ghost lions cage matter explain train choke chain gonna tooth nail catch tiger tail fail brother dream anymore sisters sleep transformation incomplete kill count sheep trigger quick punctuate betwixt eye clever gonna help violence incomplete think come complete stop stop clever tear apart masquerade smart help help hate help angry ants crawl make wanna scream lions claw build steam flesh bone persuasion pathway destination gunman hero savior psycho slayer follow leader lead slug punctuate refrain come matter explain train choke chain gonna tooth nail catch tiger tail fail wanna blind wanna stare deevolution,103
51594,cage the elephant,tiny little robots,2009,blues,gonna gonna move city think look pretty pistol tuck beneath shoe sensation world annihilation move music patiently wait city scream hear breathe cry wisdom hungry mind feed know tire cause robot design life true souls say know right join scar scar scar march drumbeat nosebleed amuse taste truth creation total domination chain shoulder social captivation kill leaders persecute teachers criticize culture crucify free thinkers know tire cause robot design life true souls say know right join scar scar scar eye money vanity cunning surface diamonds look stun mass deception alter perception sell children connection know tire cause robot design life true souls say know right join sidewalks break mind twist billboards lie lie streets pave zombies lose generation generically amidst madness dream creep keep sight turn take explosion shake beauty scream alive,132
51595,them crooked vultures,dead end friends,2009,blues,drive night drive know head follow road blind road dead night vein call race arteries myth herd follow road night hop puzzle piece fell know open door climb hold real close ache touch dead friends gotta know dead road tell look eye dead friends drive night end begin sweet curse reach awaken dead wander dead friends dead friends dead,59
51598,ana popovic,lives that don't exist,2009,blues,sweat sweat unbearable live exist deal attention deal fame spotlight unamused learn rule game resist sweet sweet unbearable live exist brake like care wanna second tryin play fair color photo refuse stare blame gossip channel wish say live exist live exist live exist say live exist rock fair close crib rid people stare look gucci stun illuminate privacy guard say live exist live exist live exist say live exist wanna know unpredictable life daily spot film trace cut like knife color photo refuse stare blame gossip channel wish say live exist live exist say live exist live exist,98
51601,the almighty defenders,all my loving,2009,blues,sweep heavens extinction grade event carve angels fear tread hail shine like blood diamonds sing like break glass drag street turn name hail like quiet lightning typhoon illest omen crow impend doom hail whisper unnerve truth saner mind depart rise like saviour burn hail bring devastate head forever curse fate hail spirit unhinge force avalanche untamed bear relentlessly dare remain hail hail unnatural disaster hail kaleidoscopic gloom hail karmic equalizer hail cemetery bloom,73
51602,jay reatard,waiting for something,2009,blues,complete compete stand feet live creep sit wait happen complete compete stand feet live creep sit wait happen,18
51604,jay reatard,nightmares,2009,blues,wake sleep night sweat quiet fright look know wouldn dream come true dream aren nightmares bring search lonely days sleepless nights right leave want dream come true dream aren nightmares bring search,32
51606,wilson meadows,it is what it is,2009,blues,phone late help know free long know wrong scar skin push break go leave go leave go leave go leave give start stomp hearts picture friends rain room blood spoon highchair womb go leave go leave go leave go leave go leave go leave go leave go leave free long know wrong scar skin push push break go leave go leave go leave go leave go leave go leave go leave need,72
51608,the derek trucks band,days is almost gone,2009,blues,time younger things hand older story realize time finally say days go days go days go late cause takin time turn baby learn live hear sound long right life pass second reach light days go days go days go late cause,41
51609,band of skulls,patterns,2009,blues,sorrow girls boys silver gold seven secrets tell river head worst kind sleep pattern pattern pattern follow pattern pattern pattern follow follow money time authority give reason trick gonna save seven days seven nights seven heaven tunnel light pattern pattern pattern follow pattern pattern pattern follow repeat time,48
51610,terry wright,on the backroad,2009,blues,continue live live single life till breath know fulfil need question yeah yeah pass worst feel real continue live live single life babe know fulfil need question pass worst feel real pass worst feel real right underneath nose look leave look right open eye,44
51611,pat travers,black betty,2009,blues,whoa black bamalam whoa black bamalam black child bamalam damn thing go wild bamalam say worrin outta mind bamalam damn thing go blind bamalam say black bamalam whoa black bambalam whoa black bambalam whoa black bambalam get high bambalam know bambalam steady bambalam ready bambalam whoa black bambalam whoa black bambalam whoa black bambalam whoa black bambalam birmingham bambalam alabam bambalam shes shakin thing bambalam make sing bambalam whoa black bambalam whoa black bambalam,74
51612,the wood brothers,fixing a hole,2009,blues,fix hole rain get stop mind wander fill crack door keep mind wander matter wrong right belong right belong people stand disagree wonder door paint room colourful mind wander matter wrong right belong right belong silly people worry past door take time number things weren important yesterday fix hole rain get stop mind wander fix hole rain get stop mind wander,61
51621,the spits,tonight,2009,blues,hang girl night yeah girl true understand know treat leave world yeah girl tonight sleep tonight gonna tonight gonna sleep know things better soon forget tonight sleep yeah tonight gonna yeah tonight gonna sleep want believe girl tonight wish tonight girl tonight sleep tonight gonna sleep yeah tonight gonna sleep know things better soon forget cause tonight sleep yeah tonight sleep yeah tonight sleep yeah tonight,66
51627,the wood brothers,get out my life woman,2009,blues,life woman life woman life woman eye teardrops eye teardrops eye teardrops heartaches pound woman woman woman life woman life woman life woman,23
51628,jay reatard,oh it's such a shame,2009,blues,things people change grow hide room waste shame look eye know waste shame,13
51631,link wray,fatback,2009,blues,silent life run vision hollow inside wrong right cause alarm reason escape illness pain think suffer road long bare clarity light moment come swallow blind sight free harm stand mend wound heart restore trust lose life breathe save live need lead underground devour humanity follow heat follow sound insanity life breathe save live need,54
51636,the heavy,cause for alarm,2009,blues,listen story attention tale bathe doom fail secret head start take bread easy make honest cause alarm knees pray knight armour beast slay dress rehearsal easy lesson learn better breathe bridge burn duty dedicate gonna fight like ought murder cause alarm knees pray knight armour beast slay cause alarm knees stay knight armour beast slay fall light shall strike earth reach salvation value great expectation blame shoot freedom drag ball chain cause alarm knees pray knight armour beast slay cause alarm knees stay knight armour beast slay,87
51642,michael burks,empty promises,2009,blues,underground underground underground underground underground underground underground underground underground underground grind grind grind grind grind grind grind grind,18
51644,eric clapton,dear mr. fantasy,2009,blues,dear mister fantasy play tune gloom sing song play guitar snappy laugh break tear straight mind wouldn know years dear mister fantasy play tune gloom sing song play guitar snappy yeah dear mister fantasy play tune gloom sing song play guitar snappy laugh break tear straight mind wouldn know years mister fantasy,52
51645,jj grey & mofro,everything good is bad,2009,blues,like good good like good good like sweet forbid fruit life woman wife know difference right wrong life temptation hard strong like good good like good good kiss lips mistake like habit habit break heart lie mind know want belong like good good like good good things want maybe wrong society choice silk satin feel good like good good like good good,62
51649,allen toussaint,blue drag,2009,blues,remember message phone late night texas memories work like magic feel nostalgic think good right good yeah know look know good good good right good right good lose moment present tense feel tense goodbyes speak leave fuck break think bout good right good good good right good right good,49
51651,jj grey & mofro,dew drops,2009,blues,mama know miss stronger stronger children cold face lord follow away right mama go think face dull grey eye burn lord hell go away walk moonlight walk starlight place mind walk moonlight sip drop float green treetops walk moonlight walk moonlight walk starlight place mind walk moonlight sip drop float green treetops walk moonlight,54
51659,jay reatard,it ain’t gonna save me,2009,blues,gonna save gonna save take walk think things cloud come shit know tire lonely blame bedroom cause shit gonna save gonna save negativity take toll eat like bone scar away things kick bite push show tire lonely blame bedroom cause shit gonna save gonna save lose lose lose,48
51662,jay reatard,blood visions,2009,blues,blood visions blood vision blood visions blood visions wanna blood visions wanna blood visions wanna blood visions wanna blood visions things change things change things change things change blood visions blood vision blood visions blood vision wanna blood visions wanna blood visions wanna blood visions wanna blood visions things change things change things change things change,56
61395,gramatik,the culture,2009,jazz,know party playin breakbeats somebody come record fool away playin breakbeats stuff yand playin record play prodigies beat know peowe recognize know culture,23
61396,the dear hunter,son,2009,jazz,align disguise soul eye slowly silently slip away sleep soil dust debris steal smoke ascend leave atrophy meet earth sober spirit sing leave leave truth harm leave leave start anew life cure trouble recast history turn walk away,38
61400,sophie milman,i can't make you love me,2009,jazz,turn light turn turn voice inside head tell lie hold close patronize cause heart feel dark final hours heart feel power close eye feel hold morning come right till fight fight cause heart feel dark final hours heart feel power cause,41
61402,the rippingtons,age of reason,2009,jazz,reason,1
61403,parov stelar,coco,2009,jazz,walk dark streets cold look stroke skin body shake knees weak intense emotions overflow know home know home tell inside know home,22
61404,fat freddy's drop,the nod,2009,jazz,kitchen party kitchen party kitchen party kitchen know party kitchen party kitchen party kitchen party kitchen know party kitchen yeah cookin kitchen yeah cookin kitchen yeah yeah somethin cookin kitchen tonight asomethin cookin kitchen tonight asomethin cookin kitchen tonight tonight tonight asomethin cookin kitchen tonight asomethin cookin kitchen tonight asomethin cookin kitchen tonight tonight tonight somethin cookin kitchen flame gettin hotter wanna come people kitchen popular place kitchen kitchen know meet kitchen kitchen want kitchen kitchen long freddies kitchen kitchen whoa come blaze displace cookin kitchen eatin days boys come fishin doin music pay pass bottle bring craze cookin ways home away rockin rock hair turn grey maybe moments right follow nose tell girls bros know place stick kitchen sink floor everybody house sweat know everybody place cookin redhot freddies come yeah yeah kitchen party kitchen party kitchen party kitchen know party kitchen party kitchen party kitchen party kitchen know party asomethin cookin kitchen cookin kitchen somethin cookin kitchen fuck yeah asomethin cookin kitchen kitchen kitchen kitchen asomethin cookin kitchen tonight asomethin cookin kitchen tonight asomethin cookin kitchen tonight tonight tonight yeah,182
61405,télépopmusik,ghost girl,2009,jazz,scar cause fair naked smile cause know feel inside touch feel minute ghost girl haunt world fine ghost girl ghost girl scar cause fair naked smile cause know feel inside touch feel minute ghost girl haunt world ghost girl haunt world ghost girl ghost girl ghost girl ghost girl,49
61408,gramatik,the prophet (version 2.0),2009,jazz,plan laugh work check math wall cause live fast know hurt cling know dumb whoa whoa seventeen think world owe shit happen whoa whoa go life load pull trigger trigger go past past thank forever go fuck go go fuck go yesterday life turn leave turn right stick hell twentyfive regret decide stay mean know whoa whoa future live think person like future live want minute walk door slam,69
61409,big bad voodoo daddy,calloway boogie,2009,jazz,little tune gonna play nothin easy call calloway boogie calloway boogie keep groovy twentyfour hours like music boogie beat little ditty reet calloway boogie calloway boogie keep groovy twentyfour hours wake blue cat start jam blow away calloway boogie calloway boogie keep groovy twentyfour hours play waltz bebop jive kind music keep alive calloway boogie calloway boogie keep groovy twentyfour hours like boogie hideho listen go hidehidehidehi hodehodehodeho keep groovy twentyfour hours,72
61412,parov stelar,hurt,2009,jazz,kill sweet like torch need home hurt close tell lie truth carve arm skin uoooh hurt soul destroy crumb soul sheeps cull world hurt close tell lie truth carve arm skin uoooh hurt close hurt hurt close hurt hurt soul,40
61413,"harry connick, jr.",bésame mucho (kiss me much),2009,jazz,besame besame mucho como fuera noche ultima besame besame mucho tengo miedo perderte perderte después besame besame mucho como fuera noche ultima besame besame mucho tengo miedo perderte perderte después quiero tenerte cerca mirarme ojos verte junto piensa manana estare lejos lejos aqui besame besame mucho como fuera noche ultima besame besame mucho tengo miedo perderte perderte despues besame besame mucho time cling kiss hear music divine besame besame mucho hold darling arm enfold know thrill think hold close whisper dearest leave little dream wing life besame besame mucho forever dream come true forever dream come true,97
61415,boney james,touch,2009,jazz,know take long wrong blind obvious right search wonder girl right know wanna close close close place wouldn face close write sing mistake repeat promise guarantee true search wonder girl know right know right call close close close close yeah place wouldn face close close yeah close close whoa yeah place wouldn face whoa yeah hold touch kiss girl need close hold touch kiss girl need close hold touch kiss girl need close,73
61416,georgia anne muldrow,run away,2009,jazz,wake realize free integrity dream know couldn wrong bear earth song feel like run away life away feel like run away life away go sleep worlds see thoughts turn thangs magical intangible know fresh take dream seriously cause iiiii feel like run away life away feel like run away life away feel like run away lifetime away feel like run away lifetime yeah baby away,65
61417,the dear hunter,life and death,2009,jazz,dance look like sing sound tone hearts home mess descend mess amend long try fail consciousness stand wait wait mess descend mess amend days learn days learn days learn days learn days learn days learn days learn days learn dance look like sing sound tone hearts home,47
61418,the dear hunter,the thief,2009,jazz,shroud criminal innovative mind watch spirit shadow oblivious plan awry watch spirit save barren cash wealth bleed good bring sleep crook mind honest heart ancillary collide cheat innocence time tonight tonight tonight tonight tonight tonight tonight time time time time time time time time time time time time time time bare mean cash wealth bleed good bring need sleep crook mind honest heart ancillary collide,65
61423,ancient astronauts,classic,2009,jazz,ancient wisdom miscellaneous raven reflection ancient northland ride nocturnal eternal winterland silvermoon shin bright naked cold tree descend blackest wolves howl dead night land freeze grind eye distance black shadow dance dance glow eye obscure ones embrace soul theirs mightiest creatures wing grim chill palace nocturnal warlock forever kings enthrone supreme land horizon soul black land black enter palace freeze moon snow fall eternally enter deepest sleep twilight awake break return coffin blackest twilight awake,75
61428,isaac hayes,(they long to be) close to you,2009,jazz,close close close closer closer closer close close closer closer closer close close closer closer closer bird suddenly appear time near like long close star fall time walk like long close close close closer closer closer close close closer closer closer close close closer closer closer bear bear bear angels decide decide decide create dream come true sprinkle moon dust hair heaven look guy follow like everybody long close yeah like everybody long close star fall walk like everybody long close like everybody long close fellas follow like everybody long close like fellas wanna close wanna wanna close like everybody long close star fall time walk like fellas wanna close,110
61429,nat king cole,"that sunday, that summer",2009,jazz,artist peak billboard position word music weiss choose choose life surely sunday newborn whippoorwills call hill summer acoming fast lot daffodils show skills nod hear whisper kiss kiss choose moment live heart tender moment recall start darling smile sunday summer newborn whippoorwills call hill summer acomin fast lot daffodils showin skills nod hear whisper kiss kiss choose moment live heart tender moment recall start darling smile sunday summer,68
61432,melody gardot,deep within the corners of my mind,2009,jazz,deep corner mind memory face pull long embrace deep corner mind haunt smile promise joy like journey tropic isle hard like right fist time wave fight word write leave stand starry robe tradjec lovers place deep corner mind pray secretly eventually time place eventually time place place deep corner mind,50
61436,dj vadim,game tight,2009,jazz,miscellaneous feat slay doin wanna welcome welcome time killa fuck suck aiyyo jones good santana freaky gonna time aiyyo slay house harlem know good know east barrio barrio bitch aiyyo bitch blow motherfuckin phone right fuck hold good gotta tell like tell meet chick gotsta straight slap slap yeah meet slap backhand cause later line gotsta worry chick tell treat sayin nigga thing understand bitch rain sleet snow fuck suck nigga fuck money knawmean gotta understand cause game tight talk nigga know game tight nigga knowhaimean get ready shit fuck jones harlem harlem harlem advise step fuck moms step call daddy cause soon fuck brother numsay gonna doomsday savage colder karrots older parrot shoulder talk concern word return bird return bird grams bitch touch pretty turn bird miami bowcabaton pokin moms hauntin aunt dope go cobacabana joke bananas cop come dope damper savana rush crib hampter follow stana blowin hammer vest apart chest heart finish start call pray help fuck life take achin felt crib night pray wealth bitch dissin problem ballin minutes hoe prank callin fuck shit business harlem,180
61438,devin townsend project,numbered!,2009,jazz,number numb number numb numb world wait photograph time wait sign soon want honesty soon time number numb number numb numb search home know alright know right try number numb number numb numb,33
61439,nat king cole,i'm shooting high,2009,jazz,shoot high shoot high stop till tell shoot high know rainbow rafter climb time climb shoot high morning raise blind greet begin make mind shoot high shoot high stop till tell shoot high know rainbow rafter climb time climb shoot high,41
61440,jessy j,true love,2009,jazz,uptight cheap afford mind everyday try time afford wait true true true true true true true true work late cause finish school fool like mind time try fight know right like wait true true true true true true true true want know want want know want know know need know need need know need like need true true true true true true true true,64
61441,the dear hunter,this beautiful life,2009,jazz,foot embarrassment wasn mean discover offensive things suffer send grind pride tide turn live black tongue prophecy adorn stony skin ahead oblivion cling hand take force smile pretend alive happen bullets remove life beautiful home lake forget word songs hear passages read name world bring pain wound sustain cold callous heart sit cave chest abandon life innocence,57
61442,vektor,black future,2009,jazz,energetic pulse ripple world undead galactic master sleep subspatial realm dark wave traverse astral plane demonoid awake nebular projections fabric space antibeing come black future go black single earth beat heart attack awaken giant black huge glow eye purple glow still stranglehold demon glare hungry darkness mind toxic substance thrive black future world destroyer time accelerate advent monolithic world home mind thoughts grow enter brain eat alive feel safe expose light seethe global parasite black future,76
61444,boozoo bajou,same sun,2009,jazz,heart doubt lonely crowd worry lose,6
61446,candy dulfer,my funk,2009,jazz,wanna date learn hate learn lucki care want friendship disappoint sluti wanna fuck wanna fuck wanna fuck fuck youin mind doubt different backseats time beforei defeat leave seat disappoint whorei wanna fuck wanna fuck wanna fuck fuck youi wanna fuck wanna fuck wanna fuck youi wanna fuck wanna fuck wanna fuck fuck youi wanna fuck wanna fuck wanna fuck wanna fuck fuck,62
61448,susan wong,everytime you go away,2009,jazz,solve problem lose tear lead appear thing go time away piece time away piece free maybe close feel body mean say thing know know time away piece time away piece time away piece time away piece time away piece time away piece,42
61450,wax tailor,b-boy on wax,2009,jazz,dog gather snap jaw boss matter lose leave batteries act soft starter beef vegetables gazpacho like dancer suckers catch run ambulances advance elephants leave track clear leave label rat cry coco puff untouchable like nobel grub make hit scream hold gold rush chernobyl stuff girls lips like gloss shin like leds game sickneed rescue shit spin jersey suckers try step elevate boogie dope shit medicate stop call mics tummy start growl wrarr wrarr socket rappers play like game croquet crate boom shit care label dudes approve quest destroy yall future droids boogie freaky flow loop choose hold real strong groove soul intact feel boom cause sample cigarette butt pick want money trip stuff look break dig life know live cigarette butt pick want money trip stuff look break dig life know live,132
61451,madeleine peyroux,bare bones,2009,jazz,remember daddy teach bout risky cold ditch thing good evil tell rest lose history maybe waste fool like bare bone leave dead go ghost walk poor tell know tongue talk truth hide shine certain bare bone preach gospel preach school sense wonder suppose millionaires road watch tell truth gamble free guess hard read know believe bare bone lovely,58
61454,tower of power,loveland,2009,jazz,hear loveland little charm know loveland wrap arm walk golden street hand hand lovers meet loveland pretty baby cause true swear hear loveland youthful hearts loneliness enter happiness answer baby girl walk golden street hand hand lovers meet loveland like walk golden street hand hand lovers meet loveland loveland swear true baby come true baby swear baby loveland loveland baby come loveland,62
61457,stéphane pompougnac,hello mademoiselle,2009,jazz,sure anymore knock door door place know blue iman tenor iman haffi feel haffi stop kill superstar miller kill tenor freei want test apachei desert eagle nuff die nuff die nuff die muff die massa suffer savior crucify fling cross crucify crucify save sure anymore knock door door haffi sleep fourohfour iman trust crowdahpeople come foreign deyah tour tour sleep floor floor nuff skull bore nuff skull bore nuff skull bore nuff skull bore wing tear door knock door skull bore fouroh nuff dead nuff dead nuff dead nuff dead demus ensure head haffi saddle head dust wolly dread irie know dead cleef crack head shoot head dead bredren shoot head lick head head head,115
61459,zuco 103,love is queen omega,2009,jazz,gonna tryin look like know givin space stick spin head gonna pretend know hard dream heart little things drive insane gonna away nono gonna away gonna away gonna away gonna away make smile gonna hide learn leave cause tire fight ready forget baby mean somethin somethin know hard dream heart little things drive insane gonna away nono gonna away gonna away gonna away gonna away gonna away gonna away gonna away gonna away,73
61460,gramatik,i'm free,2009,jazz,like year yeah like year yeah know shit different perspective best shit come expect concert blood tear sweat shit content pure neglect guess need domestic true tend rest nest think bout get messy stress try impressive like need best exceptions blow expect flow perfect flow freshest infectious tell tell rest agree better rest breathe make happen know fact yeah veteran yeah impression tremendous put letter intact crash ash ash fall flat smack right glass shatter shatter floor think matter anymore erratic static grammatic pore rapper metaphor whats metaphor metaphor dinner pour triple order think need better course course tell play horse need miracle heave half court heat small forward wanna crossover tear wanna mean green uniform mean learn free pure speak sure release come deep core like fore score single linger tour laugh passin time passin rhyme leave sign forget rhyme direct like feel feel basics white tshirt mother fuck asics bitch rebirth greatest famous start,156
61461,candy dulfer,don't go,2009,jazz,send souvenir take money pretty warm have hell time dear wish have hell time dear wish try try long distance operators stall damn rat high appall have hell time dear wish have hell time dear wish start nice vacation leave station right time turn near frustration prisoner time ticket home dear flight twilight zone dear forget fee cat spot dear have hell time dear wish have hell time dear wish have hell time dear wish see sight get lonely film take home dear sincerely have hell time dear wish have hell time dear wish have hell time dear wish have hell time dear wish have hell time dear wish have hell time dear wish,114
61463,melody gardot,if the stars were mine,2009,jazz,star pluck right leave blue forget shine face rain cloud days star tell star right bird tell sing sing sonnet telephone ring inside square go sweet music walk bird tell teach bird lovely word sing teach bird lovely word sing scat world paint gold green oceans orange brilliant color scheme color mountains forever blue world paint live inside world tell wrap world ribbons teach bird lovely word sing star right,70
61465,jay soto,fascination,2009,jazz,best farthest reason tell heart deny love forget days fascination remember drive hours play songs float come place steal bitter bitter bitter bitter bitter phase say strangest dream change life body tell crawl sister wear clothe forget days fascination remember drive hours play songs float come place steal bitter bitter bitter bitter bitter phase forget days fascination remember drive hours play songs float come place steal bitter bitter bitter bitter bitter phase,72
61467,boozoo bajou,under my sensi,2009,jazz,record source return dread slip rest song woman vocalize,9
61468,goldfish,fort knox,2009,jazz,hold moment brew come distance separate real reason ask know treason shake move feel feel heat feel feel beat break wall high bend light prism seven color flash eye escape story think true feel feel heat feel feel beat feel feel heat feel feel beat feel feel heat feel feel beat feel feel heat feel feel beat,57
61469,lack of afro,the basis,2009,jazz,maintain status embody persona average herbal lack rational international reiterate little late incinerate fake dinner plate hungry starve hardest cause stay eat starvin artists veteran authority better majority mothafuckas door industry pretend half mothafuckas sound like shit sympathy shit stock burn christmas tree poof history truth unsolved mystery epitome victory instinctively emcee spit remain floor mothafucka think tell different level level like medicine ball hit dead ready brawl delicate soft lose herbal ride stupid learn original herbs individual nerds typical hypocritical pitiful minimal impact makers break hard work take place want kill pass prescription bottle true party music soul herbal roll think tell press luck like tentacles octopus suck straight trash throw waste basket cover mouth tape fast pipe shitty talk brothers like right hawk assholes think lack afro bring fall drum track bass joint point like thumbtack crew come whack cause lack focus fall come hopeless unpack dopeness store brain dear lord insane dope fiend microphone cord vein soon high like board plane,164
61470,the dear hunter,in cauda venenum,2009,jazz,bite tongue bid time apparition awake urge occupy say easy majesty massacre flood field blood body naturally rush blood head head hand line arm tonight whoa allow terrible ideals idle whoa settle score excite cradle helpless feet fatal evolve grow twist beasts desire disorder terrible terrible game play replace pawn body players politicians need hand align arm tonight abrasive eye pain plain sight whoa allow terrible ideals idle whoa settle score excite think eye think smile dream lie travel,79
61474,darren rahn,tale of two cities,2009,jazz,hard imagine show knock door time gotta lean switch lanes gotta switch phone throw memories window time yeah know yeah know show roku dude yeah insane pour shots bitch know yeah know show roku dudes yeah insane pour shots say lately go crazy spend time money people fuck lately go crazy spend time money people fuck yeah mess yeah headache tell pregnant pics smoke drink play fuck think lose mind lose mind line roll cause segment andale andale bitch know yeah know show roku dude bitch insane pour shots say lately go crazy spend time money people fuck lately go crazy spend time money people fuck yeah know yeah know kinda miss miss insane pour shots yeah know yeah know kinda miss miss insane pour shots yeah hard imagine yeah hard imagine say lately go crazy spend time money people fuck lately go crazy spend time money people fuck,149
